"time","power","units","fan 0","fan 1","fan 2","fan 3","fan 4","temp 0","temp 1","temp 2","temp 3","temp 4","Unit 1 ethash H/s","Unit 1 sha256-ton H/s","Unit 2 ethash H/s","Unit 2 sha256-ton H/s","Unit 3 ethash H/s","Unit 3 sha256-ton H/s","Unit 4 ethash H/s","Unit 4 sha256-ton H/s","Unit 5 ethash H/s","Unit 5 sha256-ton H/s",
"20/03/2022 17:15:00",781,5,79,80,80,80,68,58,71,59,61,49,41360000,41570000,40950000,41500000,28620000,1094900000,1073300000,1169400000,1098600000,915940000,
"20/03/2022 17:20:00",736,5,80,80,80,80,68,58,70,59,60,49,41380000,41570000,40970000,41490000,28620000,1095500000,1073200000,1170000000,1098500000,915940000,
"20/03/2022 17:25:00",735,5,80,80,80,80,68,58,70,59,60,49,41370000,41560000,40960000,41490000,28620000,1095200000,1073100000,1169800000,1098500000,915940000,
"20/03/2022 17:30:00",735,5,79,80,80,80,68,58,70,59,60,49,41370000,41560000,40980000,41490000,28760000,1095100000,1073000000,1170300000,1098300000,920350000,
"20/03/2022 17:35:00",791,5,80,80,80,80,68,59,71,59,61,50,41360000,41560000,40950000,41500000,28620000,1095000000,1073100000,1169400000,1098800000,915940000,
"20/03/2022 17:40:00",735,5,80,80,80,80,68,58,70,59,60,49,41360000,41560000,40970000,41490000,28630000,1094800000,1073000000,1169800000,1098500000,916040000,
"20/03/2022 17:45:00",791,5,79,80,80,79,68,59,71,59,61,49,41370000,41560000,40960000,41490000,28760000,1095000000,1073100000,1169500000,1098500000,920440000,
"20/03/2022 17:50:00",735,5,80,80,80,80,68,58,70,59,60,49,41360000,41560000,40970000,41490000,28620000,1094700000,1073100000,1169900000,1098500000,915940000,
"20/03/2022 17:55:00",786,5,80,80,80,80,68,59,71,59,61,49,41370000,41550000,40950000,41490000,28620000,1095000000,1072800000,1169300000,1098400000,915940000,
"20/03/2022 18:00:00",735,5,81,80,80,80,68,58,70,59,60,50,41380000,41560000,40980000,41490000,28760000,1095400000,1073000000,1170300000,1098400000,920350000,
"20/03/2022 18:05:00",735,5,79,80,80,80,68,58,70,59,60,50,41360000,41560000,40970000,41500000,28620000,1094800000,1073100000,1170200000,1098800000,915940000,
"20/03/2022 18:10:00",735,5,80,80,80,80,68,58,70,59,60,49,41360000,41560000,40990000,41490000,28630000,1094700000,1073100000,1170600000,1098500000,916040000,
"20/03/2022 18:15:00",735,5,80,80,80,80,68,58,70,59,60,49,41360000,41560000,40980000,41500000,28620000,1094800000,1073100000,1170300000,1098700000,915940000,
"20/03/2022 18:20:00",735,5,81,80,80,80,68,58,70,59,60,49,41370000,41550000,40970000,41490000,28620000,1095100000,1072900000,1170100000,1098500000,915940000,
"20/03/2022 18:25:00",791,5,80,80,80,80,68,59,71,59,61,49,41360000,41560000,40970000,41490000,28620000,1094700000,1073000000,1170000000,1098500000,915940000,
"20/03/2022 18:30:00",735,5,79,80,79,80,68,58,70,59,60,50,41360000,41560000,40950000,41490000,28620000,1094900000,1073100000,1169100000,1098500000,915940000,
"20/03/2022 18:35:00",735,5,80,80,80,80,68,58,70,59,60,49,41370000,41570000,40970000,41490000,28620000,1095100000,1073300000,1169800000,1098400000,915940000,
"20/03/2022 18:40:00",792,5,80,80,80,80,68,59,71,59,61,49,41360000,41550000,40960000,41500000,28760000,1094900000,1072900000,1169700000,1098700000,920350000,
"20/03/2022 18:45:00",791,5,80,80,80,80,68,59,71,59,61,49,41370000,41560000,40970000,41500000,28620000,1095000000,1073100000,1170100000,1098700000,915940000,
"20/03/2022 18:50:00",754,5,80,80,80,80,68,58,70,59,60,49,41370000,41560000,40980000,41500000,28760000,1095100000,1073100000,1170300000,1098600000,920350000,
"20/03/2022 18:55:00",781,5,80,80,80,80,68,59,71,59,61,49,41350000,41560000,40970000,41500000,28620000,1094500000,1073100000,1170000000,1098700000,915940000,
"20/03/2022 19:00:00",735,5,79,80,80,80,68,58,70,59,60,49,41360000,41550000,40970000,41490000,28620000,1094800000,1072900000,1170000000,1098500000,915940000,
"20/03/2022 19:05:00",735,5,80,80,80,80,68,58,70,59,60,49,41370000,41560000,40960000,41490000,28620000,1095100000,1073100000,1169800000,1098400000,915940000,
"20/03/2022 19:10:00",757,5,80,80,80,80,68,59,71,59,60,49,41360000,41550000,40970000,41500000,28620000,1094900000,1072900000,1170000000,1098600000,915940000,
"20/03/2022 19:15:00",735,5,79,80,80,80,68,58,70,59,60,49,41360000,41560000,40990000,41490000,28760000,1094900000,1073100000,1170600000,1098500000,920350000,
"20/03/2022 19:20:00",790,5,80,80,80,80,68,59,71,59,61,49,41370000,41560000,40980000,41490000,28630000,1095300000,1073200000,1170400000,1098400000,916040000,
"20/03/2022 19:25:00",780,5,80,80,80,80,68,59,71,59,61,49,41360000,41560000,40950000,41490000,28620000,1094800000,1073100000,1169700000,1098400000,915940000,
"20/03/2022 19:30:00",736,5,80,80,80,80,68,58,70,59,60,49,41360000,41560000,40950000,41490000,28620000,1094800000,1073000000,1169300000,1098500000,915940000,
"20/03/2022 19:35:00",775,5,80,80,81,80,68,58,71,59,61,49,41360000,41560000,40970000,41490000,28760000,1094800000,1073100000,1170100000,1098400000,920350000,
"20/03/2022 19:40:00",737,5,80,80,80,80,68,58,70,59,60,49,41370000,41560000,40970000,41500000,28620000,1095100000,1073100000,1169900000,1098700000,915940000,
"20/03/2022 19:45:00",729,5,79,80,79,80,68,58,70,59,60,50,41360000,41560000,40960000,41490000,28620000,1094900000,1073000000,1169700000,1098500000,915940000,
"20/03/2022 19:50:00",736,5,80,80,80,80,68,58,70,59,60,49,41360000,41560000,40970000,41500000,28620000,1094900000,1073100000,1169900000,1098600000,915940000,
"20/03/2022 19:55:00",790,5,79,80,80,80,68,59,71,59,61,49,41360000,41560000,40960000,41490000,28620000,1094900000,1073000000,1169400000,1098400000,915940000,
"20/03/2022 20:00:00",783,5,81,80,80,80,68,59,71,59,61,49,41360000,41560000,40960000,41500000,28630000,1094900000,1073000000,1169700000,1098800000,916040000,
"20/03/2022 20:05:00",769,5,80,80,80,80,68,59,71,59,60,49,41370000,41550000,40980000,41490000,28620000,1095100000,1072900000,1170400000,1098400000,915940000,
"20/03/2022 20:10:00",731,5,81,80,80,80,68,58,70,59,60,49,41370000,41560000,40980000,41490000,28620000,1095100000,1073000000,1170200000,1098400000,915940000,
"20/03/2022 20:15:00",735,5,82,80,80,80,68,58,70,59,60,49,41360000,41560000,40970000,41490000,28760000,1094900000,1073100000,1170300000,1098400000,920350000,
"20/03/2022 20:20:00",781,5,79,79,80,80,68,59,71,59,61,49,41360000,41550000,40950000,41490000,28630000,1094800000,1072900000,1169700000,1098300000,916040000,
"20/03/2022 20:25:00",790,5,80,79,80,80,68,58,71,59,61,49,41370000,41550000,40950000,41480000,28620000,1095200000,1072800000,1169500000,1098300000,915940000,
"20/03/2022 20:30:00",792,5,80,80,80,80,68,59,71,59,61,49,41370000,41560000,40950000,41490000,28620000,1095100000,1073100000,1169700000,1098500000,915940000,
"20/03/2022 20:35:00",736,5,79,80,80,80,68,58,70,59,60,49,41360000,41560000,40960000,41500000,28620000,1094900000,1073000000,1169700000,1098700000,915940000,
"20/03/2022 20:40:00",735,5,81,80,80,80,68,58,70,59,60,49,41370000,41550000,40980000,41480000,28620000,1095000000,1072900000,1170400000,1098300000,915940000,
"20/03/2022 20:45:00",736,5,80,80,80,80,68,58,70,59,60,49,41370000,41560000,40950000,41490000,28620000,1095200000,1073000000,1169500000,1098300000,915940000,
"20/03/2022 20:50:00",783,5,80,80,80,80,68,58,71,59,61,49,41360000,41550000,40980000,41490000,28620000,1094700000,1072900000,1170200000,1098400000,915940000,
"20/03/2022 20:55:00",735,5,79,80,80,80,68,58,70,59,60,49,41360000,41560000,40960000,41500000,28620000,1094900000,1073100000,1170000000,1098800000,915940000,
"20/03/2022 21:00:00",790,5,79,80,80,80,68,59,71,59,61,49,41360000,41550000,40950000,41490000,28620000,1094900000,1073000000,1169300000,1098500000,915940000,
"20/03/2022 21:05:00",778,5,80,80,80,80,68,58,71,59,61,49,41360000,41560000,40980000,41490000,28620000,1094800000,1073000000,1170400000,1098500000,915940000,
"20/03/2022 21:10:00",735,5,80,80,80,80,68,58,70,59,60,49,41360000,41560000,40970000,41490000,28620000,1094700000,1072900000,1169800000,1098500000,915940000,
"20/03/2022 21:15:00",736,5,80,80,80,80,68,58,70,59,60,49,41360000,41560000,40970000,41490000,28620000,1094800000,1073000000,1170100000,1098500000,915940000,
"20/03/2022 21:20:00",741,5,79,80,80,80,68,58,70,59,60,49,41360000,41560000,40970000,41490000,28760000,1094900000,1073000000,1169800000,1098500000,920350000,
"20/03/2022 21:25:00",777,5,79,80,80,80,68,59,71,59,60,49,41380000,41560000,40970000,41500000,28620000,1095400000,1073100000,1170000000,1098700000,915940000,
"20/03/2022 21:30:00",772,5,80,80,80,80,68,58,71,59,60,50,41370000,41550000,40950000,41490000,28620000,1095200000,1072900000,1169300000,1098400000,915940000,
"20/03/2022 21:35:00",789,5,80,80,80,80,68,59,71,59,61,49,41360000,41560000,40960000,41480000,28620000,1094700000,1073000000,1169900000,1098300000,915940000,
"20/03/2022 21:40:00",743,5,80,80,80,80,68,58,70,59,60,50,41370000,41560000,40960000,41500000,28620000,1095000000,1073100000,1169800000,1098600000,915940000,
"20/03/2022 21:45:00",735,5,80,80,80,80,68,58,70,59,60,49,41360000,41560000,40970000,41500000,28760000,1094800000,1073100000,1170200000,1098600000,920350000,
"20/03/2022 21:50:00",736,5,80,80,80,80,68,58,70,59,60,50,41360000,41560000,40970000,41480000,28760000,1094700000,1073100000,1170200000,1098300000,920350000,
"20/03/2022 21:55:00",741,5,80,80,80,80,68,58,70,59,60,50,41370000,41560000,40970000,41490000,28620000,1095000000,1072900000,1170000000,1098500000,915940000,
"20/03/2022 22:00:00",767,5,80,80,80,80,68,59,71,59,61,50,41360000,41560000,40980000,41490000,28760000,1094900000,1073100000,1170500000,1098600000,920350000,
"20/03/2022 22:05:00",736,5,80,80,80,80,68,58,70,59,60,49,41370000,41570000,40980000,41500000,28620000,1095000000,1073200000,1170300000,1098600000,915940000,
"20/03/2022 22:10:00",746,5,81,80,80,80,68,58,70,59,60,49,41340000,41540000,40940000,41470000,28620000,1094300000,1072500000,1169000000,1098000000,915940000,
"20/03/2022 22:15:00",752,5,78,80,80,80,68,58,70,59,60,49,41360000,41560000,40980000,41490000,28620000,1094700000,1073100000,1170400000,1098300000,915940000,
"20/03/2022 22:20:00",741,5,80,80,80,80,68,58,70,59,60,49,41380000,41550000,40960000,41490000,28620000,1095300000,1072900000,1169900000,1098600000,915940000,
"20/03/2022 22:25:00",789,5,79,80,80,80,68,59,71,59,61,49,41360000,41550000,40970000,41490000,28620000,1094800000,1072900000,1170100000,1098500000,915940000,
"20/03/2022 22:30:00",739,5,81,80,80,80,68,58,70,59,60,49,41350000,41560000,40960000,41500000,28620000,1094600000,1073100000,1169600000,1098700000,915940000,
"20/03/2022 22:35:00",735,5,79,80,80,80,68,58,70,59,60,49,41360000,41570000,40950000,41500000,28620000,1094700000,1073200000,1169400000,1098700000,920350000,
"20/03/2022 22:40:00",751,5,80,80,80,80,68,58,70,59,60,49,41360000,41560000,40970000,41500000,28620000,1094900000,1073000000,1169900000,1098600000,915940000,
"20/03/2022 22:45:00",751,5,79,80,80,80,68,58,70,59,60,49,41400000,41590000,41010000,41530000,28620000,1095800000,1073800000,1171300000,1099500000,915940000,
"20/03/2022 22:50:00",731,5,80,80,80,80,68,58,70,59,60,49,41370000,41570000,40970000,41500000,28760000,1095100000,1073300000,1170000000,1098700000,920350000,
"20/03/2022 22:55:00",737,5,80,80,80,80,68,58,70,59,60,49,41370000,41560000,40960000,41500000,28620000,1095000000,1073000000,1170100000,1098700000,915940000,
"20/03/2022 23:00:00",741,5,81,80,80,80,68,58,70,59,60,49,41380000,41560000,40980000,41510000,28620000,1095400000,1073100000,1170200000,1098900000,915940000,
"20/03/2022 23:05:00",769,5,80,80,80,80,68,58,71,59,61,49,41360000,41560000,40960000,41490000,28620000,1094800000,1073000000,1169800000,1098400000,915940000,
"20/03/2022 23:10:00",745,5,79,80,80,80,68,58,70,59,60,49,41360000,41560000,40990000,41490000,28620000,1094800000,1073100000,1170300000,1098400000,915940000,
"20/03/2022 23:15:00",735,5,80,80,80,80,68,58,70,59,60,49,41360000,41560000,40970000,41500000,28620000,1094900000,1073000000,1170000000,1098700000,915940000,
"20/03/2022 23:20:00",788,5,80,80,80,80,68,58,71,59,61,50,41360000,41570000,40960000,41500000,28760000,1094900000,1073200000,1169800000,1098700000,920350000,
"20/03/2022 23:25:00",743,5,79,80,80,80,68,58,70,59,60,49,41360000,41570000,40970000,41490000,28620000,1094800000,1073200000,1170000000,1098600000,915940000,
"20/03/2022 23:30:00",777,5,80,80,80,80,68,58,71,59,61,49,41410000,41600000,41010000,41530000,28620000,1096000000,1074100000,1171300000,1099600000,915940000,
"20/03/2022 23:35:00",776,5,80,80,80,80,68,58,71,59,61,49,41370000,41570000,40990000,41500000,28620000,1095100000,1073200000,1170600000,1098800000,915940000,
"20/03/2022 23:40:00",735,5,80,80,80,80,68,58,70,59,60,49,41360000,41560000,40960000,41490000,28620000,1094900000,1073000000,1169600000,1098500000,915940000,
"20/03/2022 23:45:00",735,5,81,80,80,80,68,58,70,59,60,49,41370000,41560000,40950000,41490000,28760000,1095100000,1073000000,1169500000,1098400000,920350000,
"20/03/2022 23:50:00",736,5,80,80,80,80,68,58,70,59,60,50,41370000,41560000,40980000,41500000,28620000,1095000000,1073100000,1170200000,1098700000,915940000,
"20/03/2022 23:55:00",739,5,80,80,80,80,68,58,70,59,60,49,41360000,41560000,40980000,41490000,28760000,1094800000,1073100000,1170200000,1098600000,920350000,
"21/03/2022 00:00:00",789,5,82,79,80,80,68,58,71,59,61,49,41350000,41560000,40960000,41490000,28620000,1094700000,1073100000,1169400000,1098500000,915940000,
"21/03/2022 00:05:00",736,5,80,80,80,80,68,58,70,59,60,49,41350000,41560000,41000000,41490000,28620000,1094600000,1073100000,1170800000,1098600000,915940000,
"21/03/2022 00:10:00",736,5,79,80,80,80,68,58,70,59,60,50,41370000,41560000,40980000,41500000,28620000,1095000000,1073000000,1170200000,1098800000,915940000,
"21/03/2022 00:15:00",778,5,81,80,80,80,68,58,71,59,61,49,41370000,41560000,40960000,41490000,28620000,1095300000,1073000000,1170000000,1098500000,915940000,
"21/03/2022 00:20:00",735,5,80,80,80,80,68,58,70,59,60,49,41370000,41560000,40980000,41500000,28620000,1095000000,1073200000,1170700000,1098700000,915940000,
"21/03/2022 00:25:00",789,5,82,80,80,80,68,59,71,59,61,49,41360000,41570000,40970000,41500000,28620000,1094900000,1073200000,1170200000,1098800000,915940000,
"21/03/2022 00:30:00",788,5,79,80,80,80,68,59,71,59,61,50,41360000,41560000,40960000,41480000,28620000,1094900000,1073100000,1169800000,1098300000,915940000,
"21/03/2022 00:35:00",785,5,80,80,80,80,68,59,71,59,61,49,41370000,41560000,40980000,41500000,28760000,1095200000,1073000000,1170300000,1098700000,920350000,
"21/03/2022 00:40:00",759,5,81,80,80,80,68,58,71,59,60,49,41380000,41560000,40990000,41490000,28620000,1095300000,1073100000,1170700000,1098500000,915940000,
"21/03/2022 00:45:00",765,5,80,80,80,80,68,58,71,59,61,49,41370000,41560000,40970000,41490000,28760000,1094900000,1073000000,1170000000,1098600000,920350000,
"21/03/2022 00:50:00",737,5,80,80,80,80,68,58,70,59,61,50,41370000,41560000,40960000,41500000,28620000,1095000000,1073200000,1169600000,1098600000,915940000,
"21/03/2022 00:55:00",734,5,80,80,80,80,68,58,70,59,60,49,41350000,41560000,40970000,41490000,28620000,1094800000,1073000000,1170200000,1098500000,915940000,
"21/03/2022 01:00:00",735,5,80,80,81,80,68,58,70,59,60,49,41360000,41570000,40960000,41490000,28620000,1094800000,1073200000,1169700000,1098500000,915940000,
"21/03/2022 01:05:00",735,5,81,80,80,80,68,58,70,59,60,50,41370000,41550000,40960000,41490000,28620000,1095100000,1072900000,1169700000,1098400000,915940000,
"21/03/2022 01:10:00",735,5,80,80,80,80,68,58,70,59,60,50,41360000,41560000,40980000,41490000,28620000,1094900000,1073100000,1170200000,1098500000,915940000,
"21/03/2022 01:15:00",785,5,79,79,80,80,68,58,71,59,61,49,41360000,41560000,40930000,41500000,28760000,1094800000,1073000000,1168900000,1098600000,920350000,
"21/03/2022 01:20:00",736,5,80,80,80,80,68,58,70,59,60,49,41380000,41560000,40940000,41490000,28620000,1095300000,1073000000,1169500000,1098500000,915940000,
"21/03/2022 01:25:00",737,5,80,80,80,80,68,58,70,59,60,49,41360000,41550000,40960000,41490000,28620000,1094800000,1072900000,1169500000,1098400000,915940000,
"21/03/2022 01:30:00",736,5,79,80,80,80,68,58,70,59,60,49,41370000,41570000,40990000,41500000,28760000,1095100000,1073300000,1170600000,1098700000,920350000,
"21/03/2022 01:35:00",735,5,80,80,80,80,68,58,70,59,60,49,41360000,41560000,40930000,41500000,28620000,1094900000,1073200000,1169100000,1098700000,915940000,
"21/03/2022 01:40:00",753,5,80,80,80,80,68,58,70,59,60,50,41360000,41560000,40960000,41490000,28630000,1094700000,1073000000,1170000000,1098400000,916040000,
"21/03/2022 01:45:00",787,5,79,80,80,80,68,58,71,59,61,49,41370000,41560000,40970000,41490000,28620000,1095000000,1073000000,1169800000,1098600000,915940000,
"21/03/2022 01:50:00",735,5,80,80,80,80,68,58,70,59,60,50,41360000,41570000,40980000,41500000,28630000,1094800000,1073200000,1170400000,1098700000,916040000,
"21/03/2022 01:55:00",771,5,80,80,80,80,68,58,71,59,61,49,41370000,41550000,40940000,41490000,28760000,1095200000,1072800000,1169200000,1098400000,920350000,
"21/03/2022 02:00:00",739,5,80,81,80,80,68,58,70,59,60,49,41360000,41560000,40980000,41490000,28760000,1094800000,1073000000,1170100000,1098500000,915940000,
"21/03/2022 02:05:00",758,5,81,80,80,80,68,59,70,59,60,49,41370000,41570000,40950000,41490000,28620000,1095400000,1073200000,1169400000,1098600000,915940000,
"21/03/2022 02:10:00",754,5,80,80,80,80,68,58,70,59,61,49,41370000,41560000,40950000,41490000,28620000,1095000000,1073100000,1169500000,1098400000,915940000,
"21/03/2022 02:15:00",779,5,80,80,80,80,68,58,71,59,61,49,41360000,41560000,40960000,41500000,28760000,1094900000,1073100000,1169800000,1098600000,920350000,
"21/03/2022 02:20:00",787,5,80,80,80,80,68,58,71,59,61,49,41360000,41560000,40970000,41490000,28620000,1094800000,1073000000,1169800000,1098600000,915940000,
"21/03/2022 02:25:00",769,5,80,80,80,80,68,58,71,59,61,49,41370000,41560000,40980000,41500000,28630000,1095000000,1073100000,1170200000,1098600000,916040000,
"21/03/2022 02:30:00",735,5,79,80,80,80,68,58,70,59,60,49,41360000,41550000,40970000,41490000,28620000,1094800000,1072800000,1170300000,1098400000,915940000,
"21/03/2022 02:35:00",745,5,81,80,80,80,68,58,70,59,60,49,41360000,41560000,40960000,41490000,28620000,1094900000,1073000000,1169800000,1098400000,915940000,
"21/03/2022 02:40:00",788,5,82,80,80,80,68,59,71,59,61,49,41360000,41560000,40940000,41490000,28620000,1094800000,1073000000,1169100000,1098500000,915940000,
"21/03/2022 02:45:00",790,5,81,80,80,80,68,59,71,59,61,49,41370000,41550000,40970000,41490000,28620000,1095000000,1072900000,1169700000,1098600000,915940000,
"21/03/2022 02:50:00",737,5,79,80,80,80,68,58,70,59,60,49,41370000,41560000,40980000,41490000,28620000,1095000000,1073100000,1170100000,1098400000,915940000,
"21/03/2022 02:55:00",735,5,80,80,80,80,68,58,70,59,60,49,41370000,41550000,40980000,41490000,28620000,1094900000,1072800000,1170400000,1098500000,915940000,
"21/03/2022 03:00:00",788,5,79,80,80,80,68,58,71,59,61,49,41360000,41570000,40970000,41500000,28620000,1094900000,1073200000,1169700000,1098800000,915940000,
"21/03/2022 03:05:00",738,5,80,80,80,80,68,58,70,59,60,49,41360000,41560000,40970000,41500000,28620000,1094800000,1073100000,1170100000,1098700000,915940000,
"21/03/2022 03:10:00",755,5,80,80,80,80,68,59,70,59,60,49,41360000,41560000,40920000,41500000,28620000,1094700000,1073000000,1168400000,1098700000,915940000,
"21/03/2022 03:15:00",751,5,81,80,80,80,68,59,70,59,60,49,41360000,41550000,40940000,41480000,28760000,1094900000,1072900000,1169000000,1098300000,920440000,
"21/03/2022 03:20:00",736,5,80,80,80,80,68,58,70,59,60,49,41380000,41560000,40990000,41500000,28620000,1095300000,1073200000,1170600000,1098700000,915940000,
"21/03/2022 03:25:00",785,5,79,80,80,80,68,58,71,59,61,49,41360000,41550000,40950000,41500000,28620000,1094900000,1072900000,1169300000,1098600000,915940000,
"21/03/2022 03:30:00",734,5,81,80,80,80,68,58,70,59,60,49,41370000,41560000,40980000,41490000,28760000,1095000000,1073100000,1170100000,1098500000,920350000,
"21/03/2022 03:35:00",736,5,80,80,80,80,68,58,70,59,60,49,41370000,41560000,40970000,41490000,28630000,1095000000,1073100000,1170200000,1098500000,916040000,
"21/03/2022 03:40:00",786,5,80,80,80,80,68,59,71,59,61,49,41360000,41560000,40970000,41490000,28760000,1094800000,1073100000,1170100000,1098600000,920350000,
"21/03/2022 03:45:00",735,5,79,80,80,80,68,58,70,59,60,50,41370000,41550000,40970000,41490000,28620000,1095100000,1072800000,1169800000,1098400000,915940000,
"21/03/2022 03:50:00",792,5,81,80,80,80,68,59,71,59,61,49,41370000,41550000,40960000,41490000,28760000,1095400000,1072900000,1169400000,1098500000,920350000,
"21/03/2022 03:55:00",791,5,80,80,80,80,68,58,71,59,61,50,41370000,41560000,40950000,41500000,28620000,1095000000,1073100000,1169400000,1098700000,915940000,
"21/03/2022 04:00:00",789,5,80,80,80,80,68,58,71,59,61,49,41370000,41550000,40970000,41500000,28620000,1095000000,1072900000,1169900000,1098600000,915940000,
"21/03/2022 04:05:00",789,5,80,80,80,80,68,58,71,59,61,49,41360000,41560000,40980000,41490000,28620000,1094900000,1073000000,1170500000,1098400000,915940000,
"21/03/2022 04:10:00",755,5,80,80,80,80,68,59,70,59,60,50,41370000,41550000,40980000,41490000,28620000,1095000000,1072800000,1170300000,1098600000,915940000,
"21/03/2022 04:15:00",734,5,81,80,80,80,68,58,70,59,60,49,41370000,41550000,40960000,41490000,28620000,1095400000,1072900000,1169800000,1098300000,915940000,
"21/03/2022 04:20:00",786,5,80,80,80,80,68,58,71,59,61,49,41360000,41560000,40960000,41500000,28620000,1094900000,1073000000,1170000000,1098700000,915940000,
"21/03/2022 04:25:00",789,5,81,80,80,80,68,59,71,59,61,49,41370000,41560000,40980000,41480000,28620000,1094900000,1073100000,1170200000,1098300000,915940000,
"21/03/2022 04:30:00",741,5,80,80,80,80,68,58,70,59,60,49,41380000,41560000,40960000,41490000,28620000,1095400000,1072900000,1169600000,1098400000,915940000,
"21/03/2022 04:35:00",735,5,80,80,80,80,68,58,70,59,60,49,41370000,41560000,40920000,41500000,28620000,1095200000,1073100000,1168300000,1098800000,915940000,
"21/03/2022 04:40:00",735,5,81,80,80,80,68,58,70,59,60,50,41370000,41550000,40970000,41490000,28760000,1095100000,1072900000,1170100000,1098400000,920350000,
"21/03/2022 04:45:00",735,5,80,80,80,80,68,58,70,59,60,49,41370000,41560000,40970000,41500000,28630000,1095000000,1073200000,1170200000,1098600000,916040000,
"21/03/2022 04:50:00",735,5,79,80,80,80,68,58,70,59,60,49,41360000,41570000,40980000,41500000,28620000,1095000000,1073200000,1170200000,1098800000,915940000,
"21/03/2022 04:55:00",770,5,80,80,80,80,68,58,71,59,61,49,41360000,41560000,40970000,41500000,28620000,1094700000,1073000000,1170100000,1098700000,915940000,
